date,mortgage_rate,unemployment_rate,hpi_index,hpi_yoy,source_timestamp
2022-10-01,6.900000,3.600000,386.390000,0.091528,2026-02-16T06:21:18.863903+00:00
2022-11-01,6.805000,3.600000,386.370000,0.076509,2026-02-16T06:21:18.863903+00:00
2022-12-01,6.364000,3.500000,386.700000,0.062421,2026-02-16T06:21:18.863903+00:00
2023-01-01,6.272500,3.500000,387.970000,0.050356,2026-02-16T06:21:18.863903+00:00
2023-02-01,6.257500,3.600000,390.510000,0.042361,2026-02-16T06:21:18.863903+00:00
2023-03-01,6.544000,3.500000,392.370000,0.034649,2026-02-16T06:21:18.863903+00:00
2023-04-01,6.342500,3.400000,394.530000,0.027904,2026-02-16T06:21:18.863903+00:00
2023-05-01,6.425000,3.600000,397.610000,0.026461,2026-02-16T06:21:18.863903+00:00
2023-06-01,6.714000,3.600000,399.960000,0.030241,2026-02-16T06:21:18.863903+00:00
2023-07-01,6.840000,3.500000,403.430000,0.043911,2026-02-16T06:21:18.863903+00:00
2023-08-01,7.072000,3.700000,406.180000,0.055424,2026-02-16T06:21:18.863903+00:00
2023-09-01,7.200000,3.700000,408.460000,0.058790,2026-02-16T06:21:18.863903+00:00
2023-10-01,7.620000,3.900000,410.050000,0.061233,2026-02-16T06:21:18.863903+00:00
2023-11-01,7.442000,3.700000,411.350000,0.064653,2026-02-16T06:21:18.863903+00:00
2023-12-01,6.815000,3.800000,412.940000,0.067856,2026-02-16T06:21:18.863903+00:00
2024-01-01,6.642500,3.700000,413.060000,0.064670,2026-02-16T06:21:18.863903+00:00
2024-02-01,6.776000,3.900000,417.690000,0.069601,2026-02-16T06:21:18.863903+00:00
2024-03-01,6.820000,3.900000,418.340000,0.066188,2026-02-16T06:21:18.863903+00:00
2024-04-01,6.992500,3.900000,420.220000,0.065115,2026-02-16T06:21:18.863903+00:00
2024-05-01,7.060000,3.900000,420.740000,0.058173,2026-02-16T06:21:18.863903+00:00
2024-06-01,6.917500,4.100000,421.540000,0.053955,2026-02-16T06:21:18.863903+00:00
2024-07-01,6.847500,4.200000,422.840000,0.048112,2026-02-16T06:21:18.863903+00:00
2024-08-01,6.500000,4.200000,424.520000,0.045152,2026-02-16T06:21:18.863903+00:00
2024-09-01,6.180000,4.100000,427.220000,0.045929,2026-02-16T06:21:18.863903+00:00
2024-10-01,6.428000,4.100000,429.240000,0.046799,2026-02-16T06:21:18.863903+00:00
2024-11-01,6.805000,4.200000,430.990000,0.047745,2026-02-16T06:21:18.863903+00:00
2024-12-01,6.715000,4.100000,433.330000,0.049378,2026-02-16T06:21:18.863903+00:00
2025-01-01,6.958000,4.000000,434.720000,0.052438,2026-02-16T06:21:18.863903+00:00
2025-02-01,6.842500,4.200000,434.950000,0.041323,2026-02-16T06:21:18.863903+00:00
2025-03-01,6.650000,4.200000,435.240000,0.040398,2026-02-16T06:21:18.863903+00:00
2025-04-01,6.725000,4.200000,434.020000,0.032840,2026-02-16T06:21:18.863903+00:00
2025-05-01,6.816000,4.300000,434.080000,0.031706,2026-02-16T06:21:18.863903+00:00
2025-06-01,6.817500,4.100000,433.560000,0.028514,2026-02-16T06:21:18.863903+00:00
2025-07-01,6.720000,4.300000,433.490000,0.025187,2026-02-16T06:21:18.863903+00:00
2025-08-01,6.587500,4.300000,435.310000,0.025417,2026-02-16T06:21:18.863903+00:00
2025-09-01,6.352500,4.400000,435.140000,0.018538,2026-02-16T06:21:18.863903+00:00
2025-11-01,6.237500,4.500000,439.280000,0.019235,2026-02-16T06:21:18.863903+00:00
